SY,ORG_ID,PK/EEE,K_Full,K_Part,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,AW,ADP,PD,Total
2021,PS070,21,29,0,31,36,40,28,32,24,0,0,0,0,0,0,0,0,0,241
2021,PS071,17,21,0,17,18,19,24,24,14,0,0,0,0,0,0,0,0,0,154
2021,PS072,0,0,0,0,0,0,0,0,0,0,0,178,180,160,161,6,0,0,685
2021,PS073,0,0,0,0,0,0,0,0,157,171,184,0,0,0,0,0,0,0,512
2021,PS074,1,12,0,2,5,11,13,10,7,12,11,0,0,0,0,0,0,0,84
2021,PS076,0,15,0,9,16,13,9,12,12,0,0,0,0,0,0,0,0,0,86
2021,PS077,12,12,0,6,15,18,12,10,9,12,20,0,0,0,0,0,0,0,126
2021,PS078,17,0,12,12,15,16,12,12,12,14,15,19,21,13,19,0,0,0,209
2021,PS079,13,12,0,13,9,10,10,12,0,0,0,0,0,0,0,0,0,0,79
2021,PS080,0,34,0,42,47,40,55,38,0,0,0,0,0,0,0,0,0,0,256
2021,PS082,22,13,0,29,16,15,22,18,32,23,29,30,39,32,35,0,0,0,355
2021,PS083,19,19,0,30,31,22,18,24,0,0,0,0,0,0,0,0,0,0,163
2021,PS084,62,59,0,58,58,64,56,61,52,0,0,0,0,0,0,0,0,0,470
2021,PS085,16,12,0,16,12,11,17,13,13,20,31,0,0,0,0,0,0,0,161
2021,PS086,19,14,0,10,14,16,11,14,13,0,0,0,0,0,0,0,0,0,111
2021,PS087,15,15,0,17,15,18,9,13,17,24,18,0,0,0,0,0,0,0,161
2021,PS091,36,24,0,18,30,33,29,36,20,0,0,0,0,0,0,0,0,0,226
2021,PS093,12,20,0,13,17,15,9,14,15,0,0,0,0,0,0,0,0,0,115
2021,PS094,0,28,0,35,42,36,45,51,0,0,0,0,0,0,0,0,0,0,237
2021,PS095,0,0,0,0,0,0,0,0,107,138,121,0,0,0,0,0,0,0,366
2021,PS096,30,37,0,43,35,36,28,34,0,0,0,0,0,0,0,0,0,0,243
2021,PS098,0,0,0,0,0,0,0,0,23,38,31,54,69,92,75,0,0,0,382
2021,PS099,158,103,0,126,117,0,0,0,0,0,0,0,0,0,0,0,0,0,504
2021,PS101,0,0,0,0,0,0,0,0,146,148,144,0,0,0,0,0,0,0,438
2021,PS103,27,27,0,30,35,38,41,32,40,27,41,0,0,0,0,0,0,0,338
2021,PS104,0,0,0,0,0,0,0,0,0,0,0,87,100,83,90,0,0,0,360
2021,PS105,35,20,0,24,30,30,23,26,21,25,23,0,0,0,0,0,0,0,257
2021,PS106,16,13,0,15,19,12,19,19,34,0,0,0,0,0,0,0,0,0,147
2021,PS107,18,10,0,9,7,9,0,11,5,0,0,0,0,0,0,0,0,0,69
2021,PS108,22,17,0,16,15,15,19,16,14,0,0,0,0,0,0,0,0,0,134
2021,PS109,38,28,0,32,28,30,23,23,0,0,0,0,0,0,0,0,0,0,202
2021,PS110,11,11,0,14,16,21,9,12,8,0,0,0,0,0,0,0,0,0,102
2021,PS111,24,17,0,34,30,24,35,29,26,34,25,0,0,0,0,0,0,0,278
2021,PS112,14,14,0,14,11,14,17,15,18,19,15,0,0,0,0,0,0,0,151
2021,PS113,0,0,0,0,0,116,106,129,0,0,0,0,0,0,0,0,0,0,351
2021,PS115,20,21,0,11,16,13,17,19,18,0,0,0,0,0,0,0,0,0,135
2021,PS117,65,69,0,63,55,46,54,75,67,61,57,0,0,0,0,0,0,0,612
2021,PS118,4,5,0,12,7,10,14,15,11,16,12,0,0,0,0,0,0,0,106
2021,PS120,4,10,0,8,4,4,10,5,8,0,0,0,0,0,0,0,0,0,53
2019,PS393,0,0,0,0,0,0,0,0,0,65,69,0,0,0,0,0,0,0,134
2019,PS394,0,0,0,0,0,0,0,64,57,59,78,0,0,0,0,0,0,0,258
2019,PS398,171,115,0,108,101,100,105,99,119,111,122,0,0,0,0,0,0,0,1151
2019,PS399,21,13,0,16,17,18,20,0,0,0,0,0,0,0,0,0,0,0,105
2019,PS400,94,60,0,59,67,64,66,57,77,56,75,0,0,0,0,0,0,0,675
2019,PS401,0,0,0,0,0,0,0,0,53,60,55,0,0,0,0,0,0,0,168
2019,PS404,0,0,0,0,0,0,0,0,0,132,126,0,0,0,0,0,0,0,258
2019,PS405,0,0,0,0,0,0,0,0,0,80,68,81,76,65,67,0,0,0,437
2019,PS406,0,0,0,0,0,0,0,0,0,0,0,229,204,209,195,0,0,0,837
2019,PS407,0,28,0,23,17,30,25,25,25,30,23,0,0,0,0,0,0,0,226
2019,PS408,36,19,0,17,19,16,17,15,19,0,0,0,0,0,0,0,0,0,158
2019,PS409,10,6,0,8,11,8,9,12,13,0,0,0,0,0,0,0,0,0,77
2019,PS410,22,44,0,35,25,38,26,45,27,37,34,53,69,56,52,0,0,0,563
2019,PS411,0,0,0,0,0,0,0,0,31,32,32,19,28,40,22,0,0,0,204
2019,PS413,39,29,0,34,34,37,33,47,0,0,0,0,0,0,0,0,0,0,253
2019,PS414,0,0,0,0,0,0,0,0,31,33,37,0,0,0,0,0,0,0,101
2019,PS416,0,0,0,0,0,0,0,0,31,46,42,0,0,0,0,0,0,0,119
2019,PS417,0,0,0,0,0,0,0,0,0,0,0,50,47,43,39,0,0,0,179
2019,PS418,20,15,0,9,10,17,7,21,11,0,0,0,0,0,0,0,0,0,110
2020,PS135,0,0,0,0,0,0,0,0,100,105,107,0,0,0,0,0,0,0,312
2020,PS137,35,28,0,26,15,40,33,36,36,35,26,0,0,0,0,0,0,0,310
2020,PS138,0,0,0,0,0,0,0,0,0,57,61,130,121,128,95,0,0,0,592
2020,PS139,0,0,0,0,0,0,0,0,0,40,50,61,48,47,44,0,0,0,290
2020,PS140,171,107,0,106,100,100,95,105,0,0,0,0,0,0,0,0,0,0,784
2020,PS141,21,52,0,42,51,44,0,0,0,0,0,0,0,0,0,0,0,0,210
2020,PS142,28,33,0,26,35,43,40,39,49,0,0,0,0,0,0,0,0,0,293
2020,PS143,96,51,0,49,55,53,65,54,68,56,60,0,0,0,0,0,0,0,607
2020,PS145,36,31,0,25,20,35,28,33,31,0,0,0,0,0,0,0,0,0,239
2020,PS147,11,20,0,12,18,9,22,8,17,17,14,0,0,0,0,0,0,0,148
2020,PS148,1,1,0,0,3,4,1,5,6,0,0,0,0,0,0,0,0,0,21
2020,PS149,5,7,0,2,5,7,2,7,0,0,0,0,0,0,0,0,0,0,35
2020,PS152,93,76,0,47,75,63,61,0,0,0,0,0,0,0,0,0,0,0,415
2020,PS153,48,30,0,21,26,30,34,34,42,0,0,0,0,0,0,0,0,0,265
2020,PS154,103,64,0,56,62,63,58,49,0,0,0,0,0,0,0,0,0,0,455
2020,PS155,44,50,0,57,50,41,49,34,0,0,0,0,0,0,0,0,0,0,325
2020,PS156,0,0,0,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,17
2020,PS157,0,0,0,0,0,0,0,0,0,0,0,106,85,85,90,0,0,0,366
2020,PS158,0,0,0,0,0,0,0,0,0,0,0,118,146,107,110,0,0,0,481
2020,PS159,23,36,0,29,28,32,32,22,0,0,0,0,0,0,0,0,0,0,202
2020,PS161,0,0,0,0,0,0,0,0,33,46,41,48,41,49,27,0,0,0,285
2020,PS162,0,12,0,12,10,14,23,15,21,0,0,0,0,0,0,0,0,0,107
2020,PS165,28,26,0,21,26,19,23,31,29,0,0,0,0,0,0,0,0,0,203
2020,PS166,14,9,0,9,5,10,8,10,6,15,9,0,0,0,0,0,0,0,95
2019,PS258,34,34,0,24,43,38,33,0,73,40,36,0,0,0,0,0,0,0,355
2019,PS259,16,7,0,10,12,13,16,12,20,0,0,0,0,0,0,0,0,0,106
2019,PS260,0,15,0,17,16,15,28,0,0,0,0,0,0,0,0,0,0,0,91
2019,PS262,36,38,0,30,29,34,28,28,32,0,0,0,0,0,0,0,0,0,255
2019,PS263,32,24,0,12,20,20,21,15,18,0,0,0,0,0,0,0,0,0,162
2019,PS264,137,74,0,70,80,79,71,95,79,88,84,0,0,0,0,0,0,0,857
2019,PS266,37,29,0,26,25,37,29,30,33,24,25,0,0,0,0,0,0,0,295
2019,PS267,12,8,0,12,6,15,17,18,10,0,0,0,0,0,0,0,0,0,98
2019,PS268,21,18,0,14,14,11,7,8,9,0,0,0,0,0,0,0,0,0,102
2019,PS269,9,8,0,11,8,10,8,8,8,0,0,0,0,0,0,0,0,0,70
2019,PS270,27,18,0,12,13,20,15,0,0,0,0,0,0,0,0,0,0,0,105
2019,PS271,92,59,0,45,62,53,56,61,0,0,0,0,0,0,0,0,0,0,428
2019,PS272,0,0,0,0,0,0,0,0,0,0,0,228,227,254,204,0,0,0,913
2019,PS273,0,0,0,0,0,0,0,0,185,207,177,0,0,0,0,0,0,0,569
2019,PS274,24,35,0,17,29,35,9,33,0,0,0,0,0,0,0,0,0,0,182
2019,PS276,0,0,0,0,0,0,0,0,0,0,0,179,181,152,152,0,0,0,664
2019,PS277,117,82,0,83,77,0,0,0,0,0,0,0,0,0,0,0,0,0,359
2019,PS278,0,0,0,0,0,0,0,0,0,0,0,100,97,98,67,0,0,0,362
2019,PS280,0,0,0,0,0,88,61,85,0,0,0,0,0,0,0,0,0,0,234
2019,PS284,18,8,0,5,8,9,13,5,7,7,16,0,0,0,0,0,0,0,96
2019,PS285,10,0,3,6,9,1,6,5,10,0,0,0,0,0,0,0,0,0,50
2019,PS286,80,57,0,45,46,66,59,66,0,0,0,0,0,0,0,0,0,0,419
2019,PS287,0,0,0,0,0,0,0,0,64,58,64,68,57,66,52,0,0,0,429
2019,PS288,118,95,0,88,73,67,81,82,81,78,68,0,0,0,0,0,0,0,831
2019,PS289,100,77,0,77,82,76,78,79,86,80,80,0,0,0,0,0,0,0,815
2019,PS292,128,47,0,61,45,51,0,0,0,0,0,0,0,0,0,0,0,0,332
2019,PS293,13,7,0,11,14,11,12,17,9,0,0,0,0,0,0,0,0,0,94
2019,PS294,8,8,0,12,9,7,6,14,14,7,8,0,0,0,0,0,0,0,93
2019,PS295,129,63,0,85,83,76,74,69,75,0,0,0,0,0,0,0,0,0,654
2019,PS298,40,27,0,22,32,28,37,21,42,0,0,0,0,0,0,0,0,0,249
2019,PS299,0,0,0,0,0,0,112,124,0,0,0,0,0,0,0,0,0,0,236
2019,PS300,15,7,0,11,13,6,4,4,3,0,0,0,0,0,0,0,0,0,63
2019,PS301,9,7,0,15,6,12,10,7,11,0,0,0,0,0,0,0,0,0,77
2019,PS302,19,16,0,15,16,18,14,20,15,23,21,0,0,0,0,0,0,0,177
2019,PS303,10,12,0,14,8,10,11,11,12,16,13,0,0,0,0,0,0,0,117
2019,PS304,39,17,0,16,19,24,23,32,26,23,22,21,22,32,24,0,0,0,340
2019,PS305,0,0,0,0,0,0,0,0,0,110,107,148,130,128,103,0,0,0,726
2019,PS306,35,20,0,16,20,19,20,0,0,0,0,0,0,0,0,0,0,0,130
2019,PS307,50,12,0,18,22,16,21,0,0,0,0,0,0,0,0,0,0,0,139
2019,PS308,133,80,0,76,76,83,86,0,0,0,0,0,0,0,0,0,0,0,534
2019,PS309,0,89,0,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,250
2019,PS310,29,31,0,19,22,28,25,28,27,25,12,0,0,0,0,0,0,0,246
2019,PS311,35,32,0,33,31,34,31,35,33,0,0,0,0,0,0,0,0,0,264
2021,PI004,0,0,0,0,0,0,0,0,0,36,29,40,28,28,32,6,0,0,199
2021,PS001,74,42,0,53,47,44,51,40,46,0,0,0,0,0,0,0,0,0,397
2021,PS007,13,9,0,9,6,7,11,10,13,8,7,0,0,0,0,0,0,0,93
2021,PS008,15,8,0,8,6,7,4,4,8,0,0,0,0,0,0,0,0,0,60
2021,PS009,0,0,0,0,0,0,0,0,117,118,116,0,0,0,0,0,0,0,351
2021,PS010,12,17,0,20,17,15,15,22,22,24,19,0,0,0,0,0,0,0,183
2021,PS011,0,0,0,0,0,0,0,0,34,32,32,31,21,36,30,0,0,0,216
2021,PS015,13,13,0,14,15,10,14,21,12,11,17,0,0,0,0,0,0,0,140
2021,PS017,7,10,0,11,8,10,6,9,12,0,0,0,0,0,0,0,0,0,73
2021,PS018,14,16,0,9,15,16,16,18,19,29,19,0,0,0,0,0,0,0,171
2021,PS020,64,78,0,77,65,67,78,69,77,75,82,0,0,0,0,0,0,0,732
2021,PS021,21,18,0,20,19,26,14,20,24,20,28,0,0,0,0,0,0,0,210
2021,PS022,9,18,0,12,14,20,19,19,13,20,11,0,0,0,0,0,0,0,155
2021,PS023,0,9,0,13,10,13,6,12,10,0,0,0,0,0,0,0,0,0,73
2021,PS024,0,0,0,0,0,0,0,38,52,67,76,0,0,0,0,0,0,0,233
2021,PS025,0,0,0,0,0,0,0,0,0,0,0,82,71,75,86,0,0,0,314
2021,PS027,87,61,0,80,65,71,68,68,67,0,0,0,0,0,0,0,0,0,567
2021,PS029,57,40,0,37,35,37,43,40,0,0,0,0,0,0,0,0,0,0,289
2021,PS031,9,7,0,9,13,5,1,4,3,5,3,0,0,0,0,0,0,0,59
2021,PS032,10,17,0,18,15,22,25,18,21,16,25,0,0,0,0,0,0,0,187
2021,PS033,32,22,0,26,13,24,26,24,27,0,0,0,0,0,0,0,0,0,194
2021,PS034,13,10,0,23,17,18,14,23,0,0,0,0,0,0,0,0,0,0,118
2021,PS036,24,19,0,31,23,28,25,24,29,25,33,28,28,39,20,0,0,0,376
2021,PS037,34,22,0,31,29,27,34,33,42,0,0,0,0,0,0,0,0,0,252
2021,PS038,0,8,0,18,6,18,6,14,6,0,0,0,0,0,0,0,0,0,76
2021,PS040,0,0,0,0,0,0,0,0,0,0,0,206,181,189,182,0,0,0,758
2021,PS041,34,16,0,14,20,26,13,0,0,0,0,0,0,0,0,0,0,0,123
2021,PS043,7,8,0,10,12,6,7,5,7,0,0,0,0,0,0,0,0,0,62
2021,PS044,21,13,0,8,10,9,11,14,11,12,6,0,0,0,0,0,0,0,115
2021,PS045,133,42,0,32,41,30,38,38,34,0,0,0,0,0,0,0,0,0,388
2021,PS047,0,5,0,15,15,3,14,10,9,0,0,0,0,0,0,0,0,0,71
2021,PS049,3,4,0,11,11,15,12,12,13,12,14,0,0,0,0,0,0,0,107
2021,PS050,0,0,0,0,0,0,0,83,73,95,99,0,0,0,0,0,0,0,350
2021,PS051,12,15,0,13,12,20,19,18,23,23,29,0,0,0,0,0,0,0,184
2021,PS052,0,0,0,0,0,0,0,0,0,0,0,232,272,246,238,0,0,0,988
2021,PS055,14,12,0,8,13,10,14,9,12,13,10,10,11,11,11,0,0,0,158
2021,PS056,24,8,0,12,4,7,16,19,19,0,0,0,0,0,0,0,0,0,109
2021,PS057,47,43,0,45,30,38,29,33,38,0,0,0,0,0,0,0,0,0,303
2021,PS058,0,0,0,0,0,0,0,76,79,73,96,0,0,0,0,0,0,0,324
2021,PS059,10,8,0,8,5,9,6,16,11,7,8,19,27,33,23,0,0,0,190
2021,PS063,6,7,0,7,10,12,15,10,11,0,0,0,0,0,0,0,0,0,78
2021,PS064,235,41,0,40,49,39,43,45,0,0,0,0,0,0,0,0,0,0,492
2021,PS065,304,45,0,45,38,37,51,44,0,0,0,0,0,0,0,0,0,0,564
2021,PS277,111,82,0,78,80,0,0,0,0,0,0,0,0,0,0,0,0,0,351
2021,PS278,0,0,0,0,0,0,0,0,0,0,0,101,78,64,70,0,0,0,313
2021,PS280,0,0,0,0,0,73,76,82,0,0,0,0,0,0,0,0,0,0,231
2021,PS284,3,7,0,6,7,5,6,9,10,6,10,0,0,0,0,0,0,0,69
2021,PS285,4,3,0,4,4,4,6,4,4,0,0,0,0,0,0,0,0,0,33
2021,PS286,62,48,0,47,57,40,58,59,0,0,0,0,0,0,0,0,0,0,371
2021,PS288,61,68,0,75,81,77,70,67,76,79,72,0,0,0,0,0,0,0,726
2021,PS289,64,63,0,68,69,81,80,75,82,78,81,0,0,0,0,0,0,0,741
2021,PS292,104,50,1,62,51,58,0,0,0,0,0,0,0,0,0,0,0,0,326
2021,PS293,8,3,0,5,6,11,13,9,9,0,0,0,0,0,0,0,0,0,64
2021,PS294,0,10,0,13,12,10,8,6,5,12,11,0,0,0,0,0,0,0,87
2021,PS295,82,78,0,93,64,76,76,75,66,0,0,0,0,0,0,0,0,0,610
2021,PS298,26,23,0,25,25,20,22,28,35,0,0,0,0,0,0,0,0,0,204
2021,PS299,0,0,0,0,0,0,90,112,0,0,0,0,0,0,0,0,0,0,202
2021,PS300,12,3,0,11,4,7,7,4,1,0,0,0,0,0,0,0,0,0,49
2021,PS301,36,13,0,11,9,16,8,17,0,0,0,0,0,0,0,0,0,0,110
2021,PS302,22,19,0,29,15,17,24,20,15,22,16,0,0,0,0,0,0,0,199
2021,PS303,19,14,0,14,10,14,7,8,12,9,11,0,0,0,0,0,0,0,118
2021,PS304,28,12,0,22,14,17,16,21,20,32,27,18,21,25,32,0,0,0,305
2021,PS305,0,0,0,0,0,0,0,0,0,124,116,123,114,140,112,0,0,0,729
2021,PS306,62,19,0,29,30,21,27,0,0,0,0,0,0,0,0,0,0,0,188
2021,PS308,73,60,0,71,74,76,75,0,0,0,0,0,0,0,0,0,0,0,429
2021,PS309,0,84,0,84,80,0,0,0,0,0,0,0,0,0,0,0,0,0,248
2021,PS310,16,22,0,26,31,19,26,30,28,28,25,0,0,0,0,0,0,0,251
2021,PS311,65,39,0,33,37,41,37,42,38,0,0,0,0,0,0,0,0,0,332
2021,PS312,0,0,0,0,0,0,0,0,0,62,69,68,85,63,101,0,0,0,448
2021,PS313,20,22,0,26,11,19,28,20,18,0,0,0,0,0,0,0,0,0,164
2021,PS315,29,14,0,19,14,15,19,14,23,0,0,0,0,0,0,0,0,0,147
2021,PS316,12,6,0,5,8,8,9,6,6,5,7,0,0,0,0,0,0,0,72
2021,PS317,20,15,0,17,15,15,17,16,21,0,0,0,0,0,0,0,0,0,136
2021,PS319,11,2,0,7,7,4,3,4,7,0,0,0,0,0,0,0,0,0,45
2021,PS320,30,8,0,15,18,13,15,14,13,0,0,0,0,0,0,0,0,0,126
2021,PS322,29,18,0,14,17,18,24,0,0,0,0,0,0,0,0,0,0,0,120
2021,PS324,9,16,0,11,12,13,23,15,15,18,13,0,0,0,0,0,0,0,145
2021,PS325,4,7,0,9,9,7,14,10,6,0,0,0,0,0,0,0,0,0,66
2021,PS328,15,11,0,12,11,6,11,6,10,0,0,0,0,0,0,0,0,0,82
2021,PS331,21,21,0,19,21,25,16,23,28,27,27,28,17,15,22,0,0,0,310
2021,PS333,23,19,0,17,17,21,23,14,17,17,19,0,0,0,0,0,0,0,187
2021,PS334,35,19,0,17,17,21,27,30,19,0,0,0,0,0,0,0,0,0,185
2021,PS336,0,5,0,5,3,9,6,5,6,0,0,0,0,0,0,0,0,0,39
2021,PS337,22,35,0,32,43,37,42,42,0,0,0,0,0,0,0,0,0,0,253
2021,PS339,23,28,0,22,31,26,20,27,0,0,0,0,0,0,0,0,0,0,177
2021,PS343,36,29,0,26,35,41,29,31,0,0,0,0,0,0,0,0,0,0,227
2021,PS344,0,0,0,0,0,0,0,0,46,35,40,55,29,43,48,0,0,0,296
2021,PS347,2,0,0,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,9
2021,PS351,0,0,0,0,0,0,0,0,0,0,0,56,55,47,38,16,0,0,212
2021,PS352,12,0,12,13,10,10,16,15,18,0,0,0,0,0,0,0,0,0,106
2021,PS353,5,0,8,10,4,8,3,6,5,0,0,0,0,0,0,0,0,0,49
2021,PS354,2,3,0,4,1,4,2,2,4,0,0,0,0,0,0,0,0,0,22
2021,PS355,51,37,0,47,27,40,44,42,38,0,0,0,0,0,0,0,0,0,326
2021,PS356,0,0,0,0,0,0,0,0,0,78,76,95,74,97,88,0,0,0,508
2021,PS357,12,8,0,7,12,5,7,10,10,0,0,0,0,0,0,0,0,0,71
2021,PS359,41,45,0,38,47,36,33,31,35,0,0,0,0,0,0,0,0,0,306
2021,PS364,0,0,0,0,0,0,0,0,0,111,128,0,0,0,0,0,0,0,239
2021,PS365,0,0,0,0,0,0,0,0,0,112,122,0,0,0,0,0,0,0,234
2021,PS366,0,0,0,0,0,0,0,0,0,123,135,0,0,0,0,0,0,0,258
2021,PS367,0,0,0,0,0,0,0,0,0,139,159,0,0,0,0,0,0,0,298
2021,PS374,15,14,0,13,7,12,3,9,7,0,0,0,0,0,0,0,0,0,80
2021,PS378,39,31,0,36,37,34,31,28,0,0,0,0,0,0,0,0,0,0,236
2021,PS380,45,26,0,27,26,30,38,38,0,0,0,0,0,0,0,0,0,0,230
2021,PS381,82,74,0,66,91,71,87,80,82,60,81,0,0,0,0,0,0,0,774
2021,PS382,0,0,0,0,0,133,119,121,122,0,0,0,0,0,0,0,0,0,495
2021,PS383,21,16,0,17,22,13,23,18,15,0,0,0,0,0,0,0,0,0,145
2021,PS385,35,28,0,23,35,28,32,37,27,0,0,0,0,0,0,0,0,0,245
2021,PS388,0,0,0,0,0,0,0,0,0,0,0,295,313,307,315,8,0,0,1238
2021,PS390,94,66,0,69,73,75,61,0,0,0,0,0,0,0,0,0,0,0,438
2021,PS391,0,0,0,0,0,0,0,66,77,68,79,0,0,0,0,0,0,0,290
2021,PS392,15,9,0,20,18,18,23,18,25,0,0,0,0,0,0,0,0,0,146
2021,PS394,0,0,0,0,0,0,0,58,49,77,62,0,0,0,0,0,0,0,246
2021,PS398,141,88,0,112,115,101,92,100,102,91,116,0,0,0,0,0,0,0,1058
2021,PS399,12,5,8,12,10,12,15,18,0,0,0,0,0,0,0,0,0,0,92
2021,PS400,93,60,0,56,52,58,71,66,60,60,85,0,0,0,0,0,0,0,661
2021,PS401,0,0,0,0,0,0,0,0,47,59,48,0,0,0,0,0,0,0,154
2021,PS404,0,0,0,0,0,0,0,0,0,150,133,0,0,0,0,0,0,0,283
2021,PS405,0,0,0,0,0,0,0,0,0,67,75,70,67,82,78,1,0,0,440
2021,PS406,0,0,0,0,0,0,0,0,0,0,0,225,240,224,163,0,0,0,852
2021,PS407,35,23,0,19,21,27,19,31,27,23,24,0,0,0,0,0,0,0,249
2021,PS408,16,15,0,9,15,14,14,12,0,0,0,0,0,0,0,0,0,0,95
2021,PS410,42,25,0,29,42,31,26,40,28,54,38,61,56,54,61,0,0,0,587
2021,PS411,0,0,0,0,0,0,0,0,31,35,35,34,24,22,28,0,0,0,209
2021,PS413,32,22,0,26,28,34,33,35,0,0,0,0,0,0,0,0,0,0,210
2021,PS414,0,0,0,0,0,0,0,0,34,37,29,0,0,0,0,0,0,0,100
2021,PS416,0,0,0,0,0,0,0,0,29,60,33,0,0,0,0,0,0,0,122
2021,PS417,0,0,0,0,0,0,0,0,0,0,0,46,50,54,43,0,0,0,193
2021,PS418,19,8,0,12,15,8,8,13,5,0,0,0,0,0,0,0,0,0,88
2021,PS419,0,0,0,0,0,0,0,0,62,73,61,0,0,0,0,0,0,0,196
2020,PS277,130,78,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,368
2020,PS278,0,0,0,0,0,0,0,0,0,0,0,97,85,89,93,0,0,0,364
2020,PS280,0,0,0,0,0,82,92,66,0,0,0,0,0,0,0,0,0,0,240
2020,PS284,0,5,0,6,4,6,9,11,6,8,5,0,0,0,0,0,0,0,60
2020,PS285,5,5,0,5,5,6,3,6,6,0,0,0,0,0,0,0,0,0,41
2020,PS286,76,53,0,57,44,51,66,60,0,0,0,0,0,0,0,0,0,0,407
2020,PS287,0,0,0,0,0,0,0,0,66,63,58,61,60,55,63,0,0,0,426
2020,PS288,94,78,0,84,85,72,65,76,79,73,79,0,0,0,0,0,0,0,785
2020,PS289,87,79,0,76,80,81,76,86,77,84,79,0,0,0,0,0,0,0,805
2020,PS292,135,61,0,50,57,43,0,0,0,0,0,0,0,0,0,0,0,0,346
2020,PS293,6,6,0,9,11,15,11,14,17,0,0,0,0,0,0,0,0,0,89
2020,PS294,5,12,0,13,11,8,5,4,13,11,8,0,0,0,0,0,0,0,90
2020,PS295,119,95,0,70,82,83,74,68,70,0,0,0,0,0,0,0,0,0,661
2020,PS298,36,27,0,27,22,28,29,39,22,0,0,0,0,0,0,0,0,0,230
2020,PS299,0,0,0,0,0,0,109,115,0,0,0,0,0,0,0,0,0,0,224
2020,PS300,10,11,0,5,9,10,5,4,3,0,0,0,0,0,0,0,0,0,57
2020,PS301,38,11,0,12,20,9,17,15,0,0,0,0,0,0,0,0,0,0,122
2020,PS302,32,24,0,18,14,18,17,14,19,17,22,0,0,0,0,0,0,0,195
2020,PS303,13,13,0,13,12,8,13,10,10,10,15,0,0,0,0,0,0,0,117
2020,PS304,31,23,0,17,18,21,21,20,36,27,23,21,25,27,34,0,0,0,344
2020,PS305,0,0,0,0,0,0,0,0,0,113,115,120,143,124,116,0,0,0,731
2020,PS306,53,30,0,29,24,28,25,0,0,0,0,0,0,0,0,0,0,0,189
2020,PS308,100,71,0,77,77,70,81,0,0,0,0,0,0,0,0,0,0,0,476
2020,PS309,0,87,0,90,82,0,0,0,0,0,0,0,0,0,0,0,0,0,259
2020,PS310,20,22,0,29,19,24,32,26,26,25,23,0,0,0,0,0,0,0,246
2020,PS311,33,26,0,33,36,28,38,30,35,0,0,0,0,0,0,0,0,0,259
2020,PS312,0,0,0,0,0,0,0,0,0,70,67,86,66,97,69,0,0,0,455
2020,PS313,34,26,0,15,20,27,21,20,24,0,0,0,0,0,0,0,0,0,187
2020,PS315,19,17,0,12,15,18,13,24,19,0,0,0,0,0,0,0,0,0,137
2020,PS316,10,6,0,10,8,9,8,6,5,10,5,0,0,0,0,0,0,0,77
2020,PS317,36,21,0,16,16,18,15,22,16,0,0,0,0,0,0,0,0,0,160
2020,PS319,11,4,0,7,4,4,4,8,4,0,0,0,0,0,0,0,0,0,46
2020,PS320,30,17,0,21,18,21,16,17,16,0,0,0,0,0,0,0,0,0,156
2020,PS322,29,14,0,15,17,23,17,0,0,0,0,0,0,0,0,0,0,0,115
2020,PS324,21,13,0,14,12,22,16,13,18,12,12,0,0,0,0,0,0,0,153
2020,PS325,12,9,1,10,8,16,12,6,13,0,0,0,0,0,0,0,0,0,87
2020,PS328,19,13,0,12,10,14,6,13,10,0,0,0,0,0,0,0,0,0,97
2020,PS331,31,24,0,20,24,15,28,29,29,31,28,19,16,24,15,0,0,2,335
2020,PS333,31,16,0,17,18,21,12,20,17,17,18,0,0,0,0,0,0,0,187
2020,PS334,33,20,0,22,22,29,31,20,29,0,0,0,0,0,0,0,0,0,206
2020,PS336,0,6,0,6,9,9,6,7,9,0,0,0,0,0,0,0,0,0,52
2020,PS337,25,36,0,42,42,47,45,44,0,0,0,0,0,0,0,0,0,0,281
2020,PS339,33,21,0,29,25,20,29,33,0,0,0,0,0,0,0,0,0,0,190
2019,PS312,0,0,0,0,0,0,0,0,0,70,85,66,96,72,81,0,0,0,470
2019,PS313,35,16,0,21,27,21,19,28,27,0,0,0,0,0,0,0,0,0,194
2019,PS315,28,12,0,17,16,12,23,19,19,0,0,0,0,0,0,0,0,0,146
2019,PS316,11,9,0,8,9,7,5,6,10,6,6,0,0,0,0,0,0,0,77
2019,PS317,27,18,0,16,18,17,22,18,22,0,0,0,0,0,0,0,0,0,158
2019,PS319,7,7,0,4,5,4,10,7,5,0,0,0,0,0,0,0,0,0,49
2019,PS320,29,22,0,17,17,16,18,16,20,0,0,0,0,0,0,0,0,0,155
2019,PS322,19,15,0,17,21,19,20,0,0,0,0,0,0,0,0,0,0,0,111
2019,PS324,17,12,0,12,20,17,13,17,12,13,22,0,0,0,0,0,0,0,155
2019,PS325,15,9,0,9,16,13,7,12,11,0,0,0,0,0,0,0,0,0,92
2019,PS328,14,13,0,11,14,5,13,13,7,0,0,0,0,0,0,0,0,0,90
2019,PS331,33,22,0,25,19,26,29,29,31,27,22,21,25,15,21,0,0,3,348
