SY,ORG_ID,PK/EEE,K_Full,K_Part,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,AW,ADP,PD,Total
2010,PS045,0,54,0,29,41,42,40,48,50,0,0,0,0,0,0,0,0,0,304
2010,PS162,0,18,0,12,18,17,18,13,17,0,0,0,0,0,0,0,0,0,113
2010,PS189,0,18,0,21,16,30,33,27,17,0,0,0,0,0,0,0,0,0,162
2010,PS195,0,0,0,0,0,0,0,0,0,117,127,127,150,128,162,0,0,0,811
2010,PS246,0,25,0,25,19,23,26,25,17,0,0,0,0,0,0,0,0,0,160
2010,PS002,0,0,11,15,15,18,16,15,17,0,0,0,0,0,0,0,0,0,107
2010,PS108,0,32,0,30,33,21,26,27,36,0,0,0,0,0,0,0,0,0,205
2010,PS311,0,0,31,41,28,51,24,42,34,0,0,0,0,0,0,0,0,0,251
2010,PS312,0,0,0,0,0,0,0,0,0,81,95,101,110,94,113,0,0,0,594
2010,PS031,21,8,0,9,9,16,14,13,21,11,12,0,0,0,0,0,0,0,134
2010,PS061,24,43,0,44,30,42,50,34,42,48,44,0,0,0,0,0,0,0,401
2010,PS103,22,29,0,41,30,34,37,43,48,36,52,0,0,0,0,0,0,0,372
2010,PS104,0,0,0,0,0,0,0,0,0,0,0,120,121,137,115,1,0,0,494
2010,PS218,0,13,0,15,11,9,10,24,12,11,7,0,0,0,0,0,0,0,112
2010,PS020,44,81,0,98,99,85,97,94,85,107,99,0,0,0,0,0,0,0,889
2010,PS276,8,0,0,0,0,0,0,0,0,0,0,216,190,206,194,3,0,0,817
2010,PS381,38,98,0,102,85,79,80,97,81,85,93,0,0,0,0,0,0,0,838
2010,PS011,0,0,0,0,0,0,0,0,22,28,25,30,30,23,28,0,0,0,186
2010,PS109,17,26,0,23,29,22,28,21,0,0,0,0,0,0,0,0,0,0,166
2010,PS079,0,17,0,13,15,14,16,15,16,0,0,0,0,0,0,0,0,0,106
2010,PS085,0,16,0,22,16,21,13,15,19,26,27,0,0,0,0,0,0,0,175
2010,PS175,31,33,0,41,33,34,38,40,42,64,50,0,0,0,0,0,0,0,406
2010,PS293,0,9,0,4,8,6,8,5,7,0,0,0,0,0,0,0,0,0,47
2010,PS392,0,16,0,28,19,27,25,28,28,0,0,0,0,0,0,0,0,0,171
2010,PS036,40,34,0,31,33,30,26,19,31,22,25,36,34,43,34,0,0,0,438
2010,PS052,0,0,0,0,0,0,0,0,0,0,0,267,294,291,236,8,0,0,1096
2010,PS065,0,60,0,66,59,44,57,38,0,0,0,0,0,0,0,0,0,0,324
2010,PS080,0,37,0,28,53,40,41,47,0,0,0,0,0,0,0,0,0,0,246
2010,PS094,0,58,0,52,56,54,49,47,0,0,0,0,0,0,0,0,0,0,316
2010,PS095,0,0,0,0,0,0,0,0,135,120,121,0,0,0,0,0,0,0,376
2010,PS155,29,57,0,58,49,49,62,55,0,0,0,0,0,0,0,0,0,0,359
2010,PS159,0,37,0,39,26,28,21,33,0,0,0,0,0,0,0,0,0,0,184
2010,PS169,0,0,0,0,0,0,0,0,129,131,127,0,0,0,0,0,0,0,387
2010,PS337,32,40,0,37,34,40,28,36,0,0,0,0,0,0,0,0,0,0,247
2010,PS018,0,16,0,19,25,23,19,15,16,23,26,0,0,0,0,0,0,0,182
2010,PS082,0,25,0,20,25,22,22,23,25,23,31,31,31,38,29,0,0,0,345
2010,PS223,0,5,0,8,4,8,3,7,3,0,0,0,0,0,0,0,0,0,38
2010,PS316,0,0,9,11,12,15,9,13,15,8,14,0,0,0,0,0,0,0,106
2010,PS051,0,24,0,18,23,19,15,20,24,18,21,0,0,0,0,0,0,0,182
2010,PS090,0,2,0,0,1,3,4,4,3,4,4,0,0,0,0,0,0,0,25
2010,PS170,0,59,0,51,62,51,54,44,62,60,57,0,0,0,0,0,0,0,500
2010,PS184,26,0,16,18,14,16,17,20,14,13,9,0,0,0,0,0,0,0,163
2010,PS201,0,5,0,5,6,3,4,9,8,6,7,0,0,0,0,0,0,0,53
2010,PS294,0,13,0,13,10,14,7,6,6,16,8,0,0,0,0,0,0,0,93
2010,PS009,0,0,0,0,0,0,0,0,108,117,110,0,0,0,0,0,0,0,335
2010,PS141,9,56,0,55,53,50,0,0,0,0,0,0,0,0,0,0,0,0,223
2010,PS292,28,55,0,55,44,57,0,0,0,0,0,0,0,0,0,0,0,0,239
2010,PS299,0,0,0,0,0,0,111,113,0,0,0,0,0,0,0,0,0,0,224
2010,PS333,18,21,0,16,28,28,19,25,30,28,29,0,0,0,0,0,0,0,242
2010,PS388,0,0,0,0,0,0,0,0,0,0,0,350,311,339,367,0,0,0,1367
2010,PS041,16,27,0,24,27,17,24,0,0,0,0,0,0,0,0,0,0,0,135
2010,PS050,0,0,0,0,0,0,0,105,82,122,112,0,0,0,0,0,0,0,421
2010,PS058,0,0,0,0,0,0,0,105,93,82,101,0,0,0,0,0,0,0,381
2010,PS152,0,48,0,40,46,51,59,0,0,0,0,0,0,0,0,0,0,0,244
2010,PS199,0,0,0,0,0,0,0,0,0,0,0,252,246,241,234,0,0,0,973
2010,PS243,35,48,0,57,56,61,46,0,0,0,0,0,0,0,0,0,0,0,303
2010,PS270,21,13,0,10,16,15,13,0,0,0,0,0,0,0,0,0,0,0,88
2010,PS306,27,38,0,29,33,27,30,0,0,0,0,0,0,0,0,0,0,0,184
2010,PS307,0,23,0,27,22,24,14,0,0,0,0,0,0,0,0,0,0,0,110
2010,PS066,0,0,0,0,0,0,0,0,0,0,0,358,350,353,336,0,0,0,1397
2010,PS068,18,0,55,47,45,51,50,53,48,51,52,0,0,0,0,0,0,0,470
2010,PS143,30,40,0,51,47,51,52,49,44,56,44,0,0,0,0,0,0,0,464
2010,PS264,22,69,0,66,96,67,82,86,79,101,89,0,0,0,0,0,0,0,757
2010,PS398,40,109,0,131,115,128,113,117,131,131,100,0,0,0,0,0,0,0,1115
2010,PS072,0,0,0,0,0,0,0,0,0,0,0,196,187,200,194,8,0,0,785
2010,PS073,0,0,0,0,0,0,0,0,161,163,156,0,0,0,0,0,0,0,480
2010,PS174,21,0,0,0,0,163,152,176,0,0,0,0,0,0,0,0,0,0,512
2010,PS227,0,74,0,73,68,0,0,0,0,0,0,0,0,0,0,0,0,0,215
2010,PS309,0,78,0,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,188
2010,PS074,13,7,0,18,18,16,13,14,22,22,9,18,15,14,25,0,0,0,224
2010,PS127,0,2,0,2,4,5,2,3,2,0,0,0,0,0,0,0,0,0,20
2010,PS168,21,0,8,10,6,13,11,15,15,15,11,0,0,0,0,0,0,0,125
2010,PS324,12,12,0,16,15,21,17,17,23,24,13,0,0,0,0,0,0,0,170
2010,PS059,0,0,15,12,13,15,8,16,16,13,16,27,23,22,15,1,0,0,212
2010,PS099,38,126,0,138,120,0,0,0,0,0,0,0,0,0,0,0,0,0,422
2010,PS101,0,0,0,0,0,0,0,0,132,144,161,0,0,0,0,0,0,0,437
2010,PS113,0,0,0,0,0,147,117,134,0,0,0,0,0,0,0,0,0,0,398
2010,PS105,0,22,0,15,22,29,28,28,17,29,30,0,0,0,0,0,0,0,220
2010,PS288,0,80,0,80,71,68,80,86,84,75,91,0,0,0,0,0,0,0,715
2010,PS289,0,65,0,66,89,72,71,83,91,86,85,0,0,0,0,0,0,0,708
2010,PS406,0,0,0,0,0,0,0,0,0,0,0,275,289,262,251,3,0,0,1080
2010,PS015,0,17,0,18,20,18,16,16,12,19,19,0,0,0,0,0,0,0,155
2010,PS032,0,0,29,12,16,17,18,20,17,13,29,0,0,0,0,0,0,0,171
2010,PS096,0,43,0,39,40,25,38,27,0,0,0,0,0,0,0,0,0,0,212
2010,PS098,0,0,0,0,0,0,0,0,38,38,28,100,83,79,88,0,0,0,454
2010,PS190,0,7,0,8,15,10,19,15,18,15,20,0,0,0,0,0,0,0,127
2010,PS241,0,34,0,24,27,38,33,34,22,0,0,0,0,0,0,0,0,0,212
2010,PS242,0,0,0,0,0,0,0,0,0,32,32,54,48,42,56,0,0,0,264
2010,PS115,0,19,0,22,18,13,18,24,15,0,0,0,0,0,0,0,0,0,129
2010,PS142,0,0,47,32,40,49,37,46,52,0,0,0,0,0,0,0,0,0,303
2010,PS187,0,0,0,0,0,0,0,0,0,161,158,181,152,162,156,1,0,0,971
2010,PS266,0,24,0,30,27,28,21,36,29,31,29,0,0,0,0,0,0,0,255
2010,PS295,26,0,80,80,73,76,80,77,75,0,0,0,0,0,0,0,0,0,567
2010,PS027,35,0,66,61,59,54,60,51,54,70,66,0,0,0,0,0,0,0,576
2010,PS110,27,0,16,21,14,11,10,18,15,0,0,0,0,0,0,0,0,0,132
2010,PS117,78,56,14,50,58,59,69,56,80,70,67,0,0,0,0,0,0,0,657
2010,PS405,0,0,0,0,0,0,0,0,0,0,0,82,99,103,114,0,0,0,398
2010,PS010,0,23,0,20,15,28,18,29,17,26,19,0,0,0,0,0,0,0,195
2010,PS112,0,0,16,11,19,9,16,13,12,12,19,0,0,0,0,0,0,0,127
2010,PS122,0,21,0,26,15,21,20,19,26,28,27,0,0,0,0,0,0,0,203
2010,PS148,0,0,4,3,3,7,1,10,4,0,0,0,0,0,0,0,0,0,32
2010,PS209,0,10,0,14,5,5,8,10,6,0,0,0,0,0,0,0,0,0,58
2010,PS134,0,0,0,0,0,0,0,0,0,0,0,159,164,147,165,6,0,0,641
2010,PS135,0,0,0,0,0,0,0,0,112,102,129,0,0,0,0,0,0,0,343
2010,PS339,23,33,0,28,25,29,31,35,0,0,0,0,0,0,0,0,0,0,204
2010,PS378,3,31,0,55,50,46,51,55,0,0,0,0,0,0,0,0,0,0,291
2010,PS380,20,43,0,29,31,18,27,32,0,0,0,0,0,0,0,0,0,0,200
2010,PS057,43,51,0,45,33,37,42,35,41,0,0,0,0,0,0,0,0,0,327
2010,PS093,19,11,0,13,13,16,19,16,24,0,0,0,0,0,0,0,0,0,131
2010,PS145,31,40,0,35,27,31,25,29,29,0,0,0,0,0,0,0,0,0,247
2010,PS153,30,44,0,28,22,31,24,28,31,0,0,0,0,0,0,0,0,0,238
2010,PS158,0,0,0,0,0,0,0,0,0,0,0,170,143,134,131,0,0,0,578
2010,PS325,7,9,0,12,14,7,8,11,13,0,0,0,0,0,0,0,0,0,81
2010,PS404,0,0,0,0,0,0,0,0,0,136,132,0,0,0,0,0,0,0,268
2010,PS156,0,0,0,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,20
2010,PS194,0,46,0,62,62,66,65,61,0,0,0,0,0,0,0,0,0,0,362
2010,PS224,0,0,0,0,0,0,0,0,0,0,0,102,75,75,71,0,0,0,323
2010,PS286,0,0,41,32,47,42,53,55,0,0,0,0,0,0,0,0,0,0,270
2010,PS287,0,0,0,0,0,0,0,0,61,61,67,51,64,51,44,0,0,0,399
2010,PS394,0,0,0,0,0,0,0,0,67,78,78,0,0,0,0,0,0,0,223
2010,PS140,68,116,0,142,116,132,125,126,131,0,0,0,0,0,0,0,0,0,956
2010,PS185,0,0,0,0,0,0,0,0,0,131,150,0,0,0,0,0,0,0,281
2010,PS186,0,0,0,0,0,0,0,0,0,0,0,137,144,131,136,2,0,0,550
2010,PS173,0,0,0,0,0,0,0,0,50,72,79,0,0,0,0,0,0,0,201
2010,PS191,0,0,0,0,0,0,0,0,0,0,0,89,68,78,85,5,0,0,325
2010,PS308,0,61,0,83,65,61,64,56,0,0,0,0,0,0,0,0,0,0,390
2010,PS037,0,29,0,35,21,30,31,29,43,0,0,0,0,0,0,0,0,0,218
2010,PS202,0,15,0,13,23,16,15,18,19,0,0,0,0,0,0,0,0,0,119
2010,PS220,0,0,0,0,0,0,0,0,0,59,46,94,82,80,95,1,0,0,457
2010,PS298,0,33,0,24,36,24,38,27,19,0,0,0,0,0,0,0,0,0,201
2010,PS310,0,23,0,19,22,17,25,22,30,23,26,0,0,0,0,0,0,0,207
2010,PS215,0,14,0,7,17,8,8,14,16,14,9,0,0,0,0,0,0,0,107
2010,PS322,6,8,0,7,14,8,9,0,10,8,8,0,0,0,0,0,0,0,78
2010,PS343,19,36,0,40,41,36,37,49,0,0,0,0,0,0,0,0,0,0,258
2010,PS344,0,0,0,0,0,0,0,0,38,44,43,67,32,26,37,0,0,0,287
2010,PS038,0,12,0,9,17,10,11,13,14,0,0,0,0,0,0,0,0,0,86
2010,PS047,0,0,10,13,7,16,11,14,13,0,0,0,0,0,0,0,0,0,84
2010,PS237,0,0,0,0,0,0,0,0,0,67,77,85,88,73,60,0,0,0,450
2010,PS359,0,0,39,39,55,40,42,40,51,0,0,0,0,0,0,0,0,0,306
2010,PS069,0,0,9,15,9,19,11,12,15,14,10,16,10,12,12,0,0,0,164
2010,PS206,0,0,16,13,14,12,16,17,13,9,12,0,0,0,0,0,0,0,122
2010,PS263,10,0,25,9,13,14,10,15,18,0,0,0,0,0,0,0,0,0,114
2010,PS274,20,24,0,25,22,23,19,20,29,15,30,44,31,27,42,0,0,0,371
2010,PS303,0,0,12,12,8,13,16,9,14,14,9,0,0,0,0,0,0,0,107
2010,PS007,0,8,0,10,10,9,8,10,8,15,8,0,0,0,0,0,0,0,86
2010,PS022,0,12,0,17,25,18,21,13,15,13,15,0,0,0,0,0,0,0,149
2010,PS049,0,6,0,13,8,12,12,11,6,12,0,0,0,0,0,0,0,0,80
2010,PS118,0,6,0,18,15,19,13,14,19,14,7,0,0,0,0,0,0,0,125
2010,PS147,0,17,0,9,15,10,17,11,15,11,14,0,0,0,0,0,0,0,119
2010,PS157,0,0,0,0,0,0,0,0,0,0,0,123,84,90,93,0,0,0,390
2010,PS217,0,14,0,10,14,10,9,10,14,11,16,0,0,0,0,0,0,0,108
2010,PS044,7,8,0,9,6,12,15,12,11,14,13,0,0,0,0,0,0,0,107
2010,PS067,10,12,0,8,12,7,11,8,12,9,8,0,0,0,0,0,0,0,97
2010,PS077,0,12,0,8,9,7,10,12,10,14,6,0,0,0,0,0,0,0,88
2010,PS084,0,39,0,48,45,59,50,52,63,0,0,0,0,0,0,0,0,0,356
2010,PS102,0,1,3,6,2,8,5,4,8,0,0,0,0,0,0,0,0,0,37
2010,PS144,11,0,7,10,15,10,10,6,8,0,0,0,0,0,0,0,0,0,77
2010,PS166,11,0,10,12,9,16,12,11,13,15,14,0,0,0,0,0,0,0,123
2010,PS204,0,44,0,53,42,30,41,46,45,0,0,0,0,0,0,0,0,0,301
2010,PS205,0,12,0,13,18,10,18,15,15,0,0,0,0,0,0,0,0,0,101
2010,PS208,0,0,0,0,0,0,0,0,0,0,0,209,233,216,222,0,0,0,880
2010,PS302,0,20,0,17,20,27,19,16,14,18,14,0,0,0,0,0,0,0,165
2010,PS364,0,0,0,0,0,0,0,0,0,174,149,0,0,0,0,0,0,0,323
2010,PS374,0,12,0,16,16,15,8,12,12,0,0,0,0,0,0,0,0,0,91
2010,PS078,0,0,8,6,8,11,11,13,19,12,9,17,17,21,8,0,0,0,160
2010,PS126,0,10,0,11,10,12,15,6,10,0,0,0,0,0,0,0,0,0,74
2010,PS131,0,32,0,33,35,42,34,36,32,0,0,0,0,0,0,0,0,0,244
2010,PS139,0,0,0,0,0,0,0,0,0,70,50,72,67,58,59,0,0,0,376
2010,PS352,0,15,0,19,16,15,20,22,20,0,0,0,0,0,0,0,0,0,127
2010,PS353,0,9,0,7,6,7,4,11,7,0,0,0,0,0,0,0,0,0,51
2010,PI004,0,0,0,0,0,0,0,0,40,35,34,50,50,28,38,0,0,0,275
2010,PS106,0,20,0,13,22,21,26,25,0,0,0,0,0,0,0,0,0,0,127
2010,PS399,0,14,0,13,13,14,13,0,0,0,0,0,0,0,0,0,0,0,67
2010,PS232,11,16,0,25,21,26,22,24,20,0,0,0,0,0,0,0,0,0,165
2010,PS233,0,0,0,0,0,0,0,0,0,28,21,41,30,15,25,0,0,0,160
2010,PS258,11,40,0,50,43,44,44,27,39,44,38,0,0,0,0,0,0,0,380
2010,PS331,21,35,0,26,16,38,21,26,27,23,29,24,23,29,23,1,0,0,362
2010,PS253,0,0,0,0,0,0,0,0,0,0,0,271,261,221,285,8,0,0,1046
2010,PS255,9,76,0,87,68,0,0,0,0,0,0,0,0,0,0,0,0,0,240
2010,PS256,35,93,0,80,91,0,0,0,0,0,0,0,0,0,0,0,0,0,299
2010,PS365,0,0,0,0,0,0,0,0,0,137,173,0,0,0,0,0,0,0,310
2010,PS382,0,0,0,0,0,166,144,170,148,0,0,0,0,0,0,0,0,0,628
2010,PS021,20,0,21,17,24,30,33,30,29,37,30,0,0,0,0,0,0,0,271
2010,PS160,8,6,0,6,7,4,9,10,11,0,0,0,0,0,0,0,0,0,61
2010,PS165,52,30,0,12,29,38,28,47,32,0,0,0,0,0,0,0,0,0,268
2010,PS200,87,40,0,48,34,43,48,38,45,0,0,0,0,0,0,0,0,0,383
2010,PS219,0,0,0,0,0,0,0,0,0,62,104,105,112,115,98,0,0,0,596
2010,PS290,0,2,0,4,6,8,3,3,7,0,0,0,0,0,0,0,0,0,33
2010,PS340,13,4,0,7,1,6,3,3,4,0,0,0,0,0,0,0,0,0,41
2010,PS071,29,27,0,26,23,29,27,33,33,0,0,0,0,0,0,0,0,0,227
2010,PS183,0,0,0,0,0,0,0,0,0,89,99,75,114,115,111,0,0,0,603
2010,PS269,11,6,0,7,8,5,5,11,11,0,0,0,0,0,0,0,0,0,64
2010,PS317,7,12,0,16,14,16,28,11,19,0,0,0,0,0,0,0,0,0,123
2010,PS182,12,0,5,13,4,8,10,10,7,0,0,0,0,0,0,0,0,0,69
2010,PS229,13,27,0,26,26,31,25,22,30,0,0,0,0,0,0,0,0,0,200
2010,PS230,0,0,0,0,0,0,0,0,0,44,31,48,34,42,37,0,0,0,236
2010,PS300,5,6,0,9,9,6,6,7,3,0,0,0,0,0,0,0,0,0,51
2010,PS328,2,11,0,10,8,9,9,10,11,0,0,0,0,0,0,0,0,0,70
2010,PS035,0,0,0,0,0,0,0,0,0,22,34,34,29,41,28,0,0,0,188
2010,PS167,22,18,0,15,13,19,11,17,21,0,0,0,0,0,0,0,0,0,136
2010,PS198,20,9,0,6,15,15,13,14,15,0,0,0,0,0,0,0,0,0,107
2010,PS225,0,2,0,0,0,2,4,2,3,0,0,0,0,0,0,0,0,0,13
2010,PS176,3,39,0,30,36,32,39,61,45,0,0,0,0,0,0,0,0,0,285
2010,PS064,0,43,0,38,51,35,46,45,0,0,0,0,0,0,0,0,0,0,258
2010,PS216,0,54,0,54,62,62,73,55,0,0,0,0,0,0,0,0,0,0,360
2010,PS271,0,51,0,57,55,60,74,64,0,0,0,0,0,0,0,0,0,0,361
2010,PS272,0,0,0,0,0,0,0,0,0,0,0,221,227,242,230,0,0,0,920
2010,PS273,0,0,0,0,0,0,0,0,166,175,189,0,0,0,0,0,0,0,530
2010,PS029,0,48,0,41,41,56,36,41,0,0,0,0,0,0,0,0,0,0,263
2010,PS188,0,68,0,65,69,64,54,69,0,0,0,0,0,0,0,0,0,0,389
2010,PS192,0,19,0,20,22,24,23,25,0,0,0,0,0,0,0,0,0,0,133
2010,PS196,0,0,0,0,0,0,0,0,0,0,0,255,270,301,285,0,0,0,1111
2010,PS197,0,0,0,0,0,0,0,0,154,231,227,0,0,0,0,0,0,0,612
2010,PS213,0,18,0,16,19,20,21,23,24,0,0,0,0,0,0,0,0,0,141
2010,PS231,0,45,0,38,35,38,33,34,37,0,0,0,0,0,0,0,0,0,260
2010,PS262,0,25,0,19,37,35,21,24,33,0,0,0,0,0,0,0,0,0,194
2010,PS354,0,5,0,6,3,6,4,4,4,0,0,0,0,0,0,0,0,0,32
2010,PS245,0,0,0,0,0,0,0,0,111,102,105,0,0,0,0,0,0,0,318
2010,PS277,0,19,0,16,22,20,19,25,0,0,0,0,0,0,0,0,0,0,121
2010,PS278,0,0,0,0,0,0,0,0,0,0,0,148,129,109,120,0,0,0,506
2010,PS279,0,48,0,51,42,36,39,48,0,0,0,0,0,0,0,0,0,0,264
2010,PS280,3,32,0,39,40,35,38,21,0,0,0,0,0,0,0,0,0,0,208
2010,PS400,79,86,0,77,72,59,68,59,67,57,62,0,0,0,0,0,0,0,686
2010,PS033,24,22,0,22,29,18,28,31,37,0,0,0,0,0,0,0,0,0,211
2010,PS056,20,0,17,22,9,19,19,18,18,0,0,0,0,0,0,0,0,0,142
2010,PS091,30,32,0,33,30,32,28,31,35,0,0,0,0,0,0,0,0,0,251
2010,PS181,35,21,0,20,23,17,19,21,18,0,0,0,0,0,0,0,0,0,174
2010,PS305,0,0,0,0,0,0,0,0,0,121,118,133,145,152,132,0,0,0,801
2010,PS357,13,8,0,9,9,11,12,11,7,0,0,0,0,0,0,0,0,0,80
2010,PS055,14,15,0,12,12,13,14,17,15,15,15,16,18,21,16,0,0,0,213
2010,PS304,17,32,0,26,34,30,33,39,23,33,23,32,36,32,31,2,0,0,423
2010,PS210,42,47,0,35,48,44,53,38,0,0,0,0,0,0,0,0,0,0,307
2010,PS211,0,0,0,0,0,0,0,0,40,48,56,59,51,45,50,0,0,0,349
2010,PS250,6,6,0,7,3,5,11,6,5,0,0,0,0,0,0,0,0,0,49
2010,PS107,17,0,18,12,17,12,18,14,20,0,0,0,0,0,0,0,0,0,128
2010,PS138,0,0,0,0,0,0,0,0,0,0,0,156,148,153,168,2,0,0,627
2010,PS193,23,2,12,13,13,20,16,19,25,0,0,0,0,0,0,0,0,0,143
2010,PS315,12,0,19,26,25,14,28,16,24,0,0,0,0,0,0,0,0,0,164
2010,PS320,30,23,0,22,27,17,20,28,11,0,0,0,0,0,0,0,0,0,178
2010,PS390,89,0,64,69,64,73,70,0,0,0,0,0,0,0,0,0,0,0,429
2010,PS391,0,0,0,0,0,0,0,74,71,57,80,0,0,0,0,0,0,0,282
2010,PS393,0,0,0,0,0,0,0,0,0,67,81,0,0,0,0,0,0,0,148
2010,PS048,3,9,0,5,2,4,5,4,3,0,0,0,0,0,0,0,0,0,35
2010,PS086,13,11,0,12,8,12,10,10,12,0,0,0,0,0,0,0,0,0,88
2010,PS149,7,7,0,9,8,9,6,7,8,0,0,0,0,0,0,0,0,0,61
2010,PS161,0,0,0,0,0,0,0,0,0,64,80,57,57,63,64,1,0,0,386
2010,PS177,8,0,10,13,7,10,13,6,11,11,6,0,0,0,0,0,0,0,95
2010,PS203,12,6,0,7,13,25,12,16,12,0,0,0,0,0,0,0,0,0,103
2010,PS301,0,13,0,8,8,16,17,17,14,0,0,0,0,0,0,0,0,0,93
2010,PS319,8,9,0,3,11,13,7,11,13,0,0,0,0,0,0,0,0,0,75
2010,PS347,4,1,0,2,2,0,6,1,3,0,0,0,0,0,0,0,0,0,19
2010,PS024,0,0,0,0,0,0,0,50,54,68,90,0,0,0,0,0,0,0,262
2010,PS025,0,0,0,0,0,0,0,0,0,0,0,82,129,65,85,0,0,0,361
2010,PS120,0,9,0,13,9,11,10,8,16,0,0,0,0,0,0,0,0,0,76
2010,PS249,0,39,0,33,53,41,42,0,0,0,0,0,0,0,0,0,0,0,208
2010,PS260,0,20,0,19,23,23,19,21,0,0,0,0,0,0,0,0,0,0,125
2010,PS334,16,23,0,37,22,37,25,30,28,0,0,0,0,0,0,0,0,0,218
2010,PS001,0,54,0,54,61,47,50,55,46,0,0,0,0,0,0,0,0,0,367
2010,PS040,0,0,0,0,0,0,0,0,0,0,0,220,241,226,280,1,0,0,968
2010,PS087,0,25,0,18,14,21,12,16,18,22,13,0,0,0,0,0,0,0,159
2010,PS128,0,18,0,25,20,9,22,15,20,19,19,0,0,0,0,0,0,0,167
2010,PS234,21,20,0,22,25,18,10,27,13,24,22,0,0,0,0,0,0,0,202
2010,PS313,0,19,0,26,20,20,20,32,27,0,0,0,0,0,0,0,0,0,164
2010,PS367,0,0,0,0,0,0,0,0,0,147,144,0,0,0,0,0,0,0,291
2010,PS383,0,20,0,21,21,17,12,22,22,0,0,0,0,0,0,0,0,0,135
2010,PS385,0,41,0,38,40,39,39,44,31,0,0,0,0,0,0,0,0,0,272
2010,PS083,31,24,0,24,22,19,23,20,0,0,0,0,0,0,0,0,0,0,163
2010,PS129,0,6,0,4,4,5,4,8,9,9,9,0,0,0,0,0,0,0,58
2010,PS240,8,0,6,4,6,6,10,6,7,4,7,0,0,0,0,0,0,0,64
2010,PS284,0,0,3,11,7,4,7,7,11,11,6,0,0,0,0,0,0,0,67
2010,PS341,23,12,0,14,13,16,16,17,0,0,0,0,0,0,0,0,0,0,111
2010,PS346,0,0,0,0,0,0,0,0,0,0,0,30,44,50,43,0,0,0,167
2010,PS403,0,0,0,0,0,0,0,0,35,45,42,0,0,0,0,0,0,0,122
2010,PS017,6,14,0,18,3,7,6,11,9,0,0,0,0,0,0,0,0,0,74
2010,PS042,0,8,0,7,5,11,5,13,11,0,0,0,0,0,0,0,0,0,60
2010,PS226,0,10,0,8,14,8,9,13,17,0,0,0,0,0,0,0,0,0,79
2010,PS239,0,0,4,10,4,1,5,7,9,0,0,0,0,0,0,0,0,0,40
2010,PS267,19,14,0,7,15,11,5,14,13,0,0,0,0,0,0,0,0,0,98
2010,PS355,0,27,0,28,29,26,28,22,36,0,0,0,0,0,0,0,0,0,196
2010,PS356,0,0,0,0,0,0,0,0,0,0,0,102,96,101,109,0,0,0,408
2010,PS368,0,0,0,0,0,0,0,0,0,86,92,0,0,0,0,0,0,0,178
2010,PS034,0,23,0,17,19,22,20,24,18,0,0,0,0,0,0,0,0,0,143
2010,PS247,0,10,0,13,11,12,15,12,14,22,15,14,22,28,22,0,0,0,210
2010,PS285,5,0,7,11,7,8,11,11,5,0,0,0,0,0,0,0,0,0,65
2010,PS338,0,0,0,0,0,0,0,0,0,29,20,22,26,14,23,0,0,0,134
2010,PS008,0,14,0,16,15,9,5,13,5,0,0,0,0,0,0,0,0,0,77
2010,PS137,0,2,23,35,32,33,27,40,30,40,33,0,0,0,0,0,0,0,295
2010,PS348,0,0,0,0,0,0,0,0,0,0,0,67,74,64,68,0,0,0,273
2010,PS349,0,49,0,36,30,37,33,33,25,35,41,0,0,0,0,0,0,0,319
2010,PS407,0,22,0,28,29,26,20,28,17,22,15,0,0,0,0,0,0,0,207
2010,PS063,13,19,0,16,16,17,15,18,14,0,0,0,0,0,0,0,0,0,128
2010,PS070,32,32,0,35,42,36,35,44,38,0,0,0,0,0,0,0,0,0,294
2010,PS111,38,27,0,31,31,25,29,31,30,31,29,0,0,0,0,0,0,0,302
2010,PS124,0,0,0,0,0,0,0,0,0,58,58,52,65,62,69,0,0,0,364
2010,PS154,76,68,0,68,62,54,58,41,0,0,0,0,0,0,0,0,0,0,427
2010,PS351,0,0,0,0,0,0,0,0,0,0,0,79,76,50,57,9,0,0,271
2010,PS401,0,0,0,0,0,0,0,0,70,49,51,0,0,0,0,0,0,0,170
2011,PS043,5,8,0,10,14,9,3,14,14,0,0,0,0,0,0,0,0,0,77
2011,PS076,0,6,0,10,11,13,9,18,12,0,0,0,0,0,0,0,0,0,79
2011,PS179,0,63,0,53,56,52,50,63,61,0,0,0,0,0,0,0,0,0,398
2011,PS180,0,0,0,0,0,0,0,0,0,0,0,143,176,178,152,9,0,0,658
2011,PS244,4,4,0,5,1,5,7,9,7,0,0,0,0,0,0,0,0,0,42
2011,PS259,7,13,0,17,5,13,14,11,16,0,0,0,0,0,0,0,0,0,96
2011,PS268,0,11,0,12,11,13,8,9,6,0,0,0,0,0,0,0,0,0,70
2011,PS336,0,6,0,3,8,5,8,23,10,0,0,0,0,0,0,0,0,0,63
2011,PS366,0,0,0,0,0,0,0,0,0,138,146,0,0,0,0,0,0,0,284
2011,PS023,0,19,0,13,12,12,16,15,9,0,0,0,0,0,0,0,0,0,96
2011,PS045,0,45,0,54,28,35,43,41,48,0,0,0,0,0,0,0,0,0,294
2011,PS162,0,16,0,18,12,18,17,18,12,0,0,0,0,0,0,0,0,0,111
